"dsmodel","n","nopt","p","q","optimizer","objective","elapsed","neval"
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","optimx:bobyqa",143232.63408130564,0.303,NA
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","LN_BOBYQA",1751.9393444646878,0.001820753,57
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","LN_COBYLA",1751.9393444675923,0.007466503,321
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","LN_NELDERMEAD",1751.9393444750297,0.003395851,140
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","LN_SBPLX",1751.9393444755979,0.004776408,202
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","bobyqa",1751.9393444632015,0.023,64
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","Nelder_Mead",1751.93934446358,0.052,283
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","NLOPT_LN_BOBYQA",1751.9393444889913,0.024,50
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","NLOPT_LN_COBYLA",1751.9393834974635,0.033,168
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","NLOPT_LN_NELDERMEAD",1751.9393447460698,0.03,119
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","NLOPT_LN_SBPLX",1751.9393446343402,0.035,182
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","optimx:L-BFGS-B",1751.9393447722189,0.17,38
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","optimx:nlminb",1751.9393444632226,0.17,120
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","optimx:spg",1751.9393444632158,0.311,NA
"sleepstudy:1+U+((1+U)|G)",180,3,2,"36","optimx:bobyqa",1751.9393444632015,0.166,NA
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","LN_BOBYQA",1752.0032551415964,0.000794842,30
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","LN_COBYLA",1752.0032551415175,0.001977787,162
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","LN_NELDERMEAD",1752.0032551435288,0.00118931,75
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","LN_SBPLX",1752.0032551414135,0.001663701,126
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","bobyqa",1752.0032551398829,0.027,67
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","Nelder_Mead",1752.0032551404024,0.036,106
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","NLOPT_LN_BOBYQA",1752.0032552746247,0.027,26
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","NLOPT_LN_COBYLA",1752.0032588087756,0.032,96
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","NLOPT_LN_NELDERMEAD",1752.0032554489214,0.03,62
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","NLOPT_LN_SBPLX",1752.003255161108,0.033,110
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","optimx:L-BFGS-B",1752.0032551422912,0.167,34
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","optimx:nlminb",1752.00325513989,0.166,55
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","optimx:spg",1752.0032551398833,0.301,NA
"sleepstudy:1+U+(1|G)+(0+U|G)",180,2,2,"18:18","optimx:bobyqa",1752.0032551398829,0.169,NA
